work_year,job_title,skills,experience_level,salary_usd,company_location,remote_ratio,industry
2024,Business Analyst,"Statistics, R, Data Visualization",Senior,114826,Germany,25,Cloud Services
2023,AI Engineer,"SQL, Excel, Power BI",Senior,101836,Germany,100,Finance
2021,Business Analyst,"AWS, Azure, Cloud Computing",Entry,108170,Australia,75,Cloud Services
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,99304,US,75,Finance
2020,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,124384,India,100,Healthcare
2024,Data Analyst,"Java, Spring Boot, Microservices",Entry,126290,Canada,0,Finance
2023,AI Engineer,"Statistics, R, Data Visualization",Mid,122601,Canada,100,Healthcare
2023,ML Engineer,"AWS, Azure, Cloud Computing",Entry,94424,UK,100,E-commerce
2021,Data Analyst,"SQL, Excel, Power BI",Entry,92918,India,100,IT
2022,Data Scientist,"SQL, Excel, Power BI",Mid,70698,Australia,100,IT
2020,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,67526,Germany,0,Finance
2020,Business Analyst,"Java, Spring Boot, Microservices",Mid,146877,Germany,0,E-commerce
2021,Data Scientist,"Java, Spring Boot, Microservices",Senior,133134,Germany,50,E-commerce
2024,Cloud Engineer,"Statistics, R, Data Visualization",Senior,95747,Germany,100,E-commerce
2021,AI Engineer,"Java, Spring Boot, Microservices",Entry,125523,US,100,E-commerce
2020,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,89162,Germany,75,IT
2024,AI Engineer,"Python, SQL, Machine Learning",Entry,139909,Australia,50,Finance
2020,Cloud Engineer,"SQL, Excel, Power BI",Mid,90655,UK,25,Healthcare
2024,Data Analyst,"Python, SQL, Machine Learning",Senior,108282,Germany,25,E-commerce
2024,ML Engineer,"Java, Spring Boot, Microservices",Senior,149311,Germany,100,Finance
2021,Data Scientist,"AWS, Azure, Cloud Computing",Mid,60701,US,25,Cloud Services
2021,Data Analyst,"Java, Spring Boot, Microservices",Entry,132416,US,100,IT
2020,Cloud Engineer,"Python, NLP, PyTorch",Entry,129194,Australia,0,E-commerce
2023,Data Scientist,"Python, NLP, PyTorch",Senior,65047,Australia,0,E-commerce
2024,ML Engineer,"Statistics, R, Data Visualization",Senior,81939,UK,50,IT
2023,Business Analyst,"AWS, Azure, Cloud Computing",Mid,94833,Canada,75,E-commerce
2022,AI Engineer,"Python, NLP, PyTorch",Entry,101486,US,50,IT
2022,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,135205,Germany,100,Cloud Services
2022,ML Engineer,"AWS, Azure, Cloud Computing",Mid,102365,Germany,100,E-commerce
2024,Data Scientist,"Statistics, R, Data Visualization",Senior,125694,Germany,50,IT
2021,Data Scientist,"Python, NLP, PyTorch",Entry,96039,India,25,Cloud Services
2024,AI Engineer,"Python, NLP, PyTorch",Senior,63126,India,50,IT
2024,Software Engineer,"Python, TensorFlow, Deep Learning",Mid,112174,Canada,25,Cloud Services
2023,Data Analyst,"Python, SQL, Machine Learning",Mid,84340,Germany,100,Healthcare
2020,Business Analyst,"Python, NLP, PyTorch",Senior,114095,UK,100,Healthcare
2021,Data Analyst,"Java, Spring Boot, Microservices",Senior,149153,Australia,75,E-commerce
2024,Software Engineer,"Python, SQL, Machine Learning",Senior,69539,UK,100,IT
2024,Cloud Engineer,"Python, SQL, Machine Learning",Senior,136105,Germany,100,Healthcare
2023,Data Scientist,"Python, SQL, Machine Learning",Senior,68998,US,25,Cloud Services
2020,Data Analyst,"Java, Spring Boot, Microservices",Senior,135277,Canada,100,E-commerce
2021,AI Engineer,"Java, Spring Boot, Microservices",Mid,65424,UK,50,Healthcare
2020,Data Analyst,"Statistics, R, Data Visualization",Senior,111291,Germany,50,Cloud Services
2021,AI Engineer,"Python, NLP, PyTorch",Senior,111083,India,75,Cloud Services
2024,Cloud Engineer,"Statistics, R, Data Visualization",Senior,109246,Germany,75,Healthcare
2023,Cloud Engineer,"Statistics, R, Data Visualization",Entry,114186,UK,75,IT
2023,Software Engineer,"Java, Spring Boot, Microservices",Mid,115944,Australia,25,E-commerce
2020,Software Engineer,"Statistics, R, Data Visualization",Senior,75768,Australia,75,Cloud Services
2021,Data Analyst,"Java, Spring Boot, Microservices",Mid,91847,Australia,0,Healthcare
2024,Business Analyst,"Java, Spring Boot, Microservices",Senior,84764,Germany,100,IT
2023,Cloud Engineer,"Python, SQL, Machine Learning",Senior,108437,Canada,100,Cloud Services
2020,Software Engineer,"Python, SQL, Machine Learning",Senior,72136,Canada,75,Finance
2023,Business Analyst,"AWS, Azure, Cloud Computing",Senior,95830,US,75,Cloud Services
2023,Data Analyst,"Java, Spring Boot, Microservices",Entry,94918,US,100,IT
2021,Business Analyst,"Java, Spring Boot, Microservices",Entry,79574,US,100,Healthcare
2021,Cloud Engineer,"Python, NLP, PyTorch",Entry,102196,India,100,E-commerce
2022,Data Analyst,"AWS, Azure, Cloud Computing",Entry,146722,UK,100,Cloud Services
2021,Cloud Engineer,"Statistics, R, Data Visualization",Mid,133775,US,75,Cloud Services
2023,Software Engineer,"SQL, Excel, Power BI",Entry,73702,Australia,100,IT
2023,Data Analyst,"SQL, Excel, Power BI",Mid,135268,India,100,Cloud Services
2021,Data Scientist,"AWS, Azure, Cloud Computing",Senior,118975,India,0,Finance
2021,Software Engineer,"Java, Spring Boot, Microservices",Senior,85654,India,100,E-commerce
2020,Business Analyst,"SQL, Excel, Power BI",Senior,89240,Australia,25,Healthcare
2022,Data Analyst,"Statistics, R, Data Visualization",Senior,76049,Germany,0,Cloud Services
2021,ML Engineer,"AWS, Azure, Cloud Computing",Mid,129496,UK,75,E-commerce
2023,Business Analyst,"Python, SQL, Machine Learning",Entry,123070,Canada,0,IT
2023,Data Analyst,"SQL, Excel, Power BI",Senior,149774,UK,75,IT
2024,Data Analyst,"Statistics, R, Data Visualization",Entry,122084,Australia,0,Finance
2020,Data Scientist,"SQL, Excel, Power BI",Entry,141278,UK,25,Healthcare
2020,Business Analyst,"Python, NLP, PyTorch",Entry,80822,Germany,0,Finance
2023,Business Analyst,"Statistics, R, Data Visualization",Entry,68935,US,75,Finance
2021,Data Scientist,"Java, Spring Boot, Microservices",Mid,97264,Australia,50,Healthcare
2020,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,149943,US,25,Cloud Services
2021,Software Engineer,"Java, Spring Boot, Microservices",Senior,87468,Germany,0,Healthcare
2023,ML Engineer,"Python, SQL, Machine Learning",Entry,76583,Australia,50,Cloud Services
2022,Data Analyst,"SQL, Excel, Power BI",Entry,92635,Germany,100,IT
2021,ML Engineer,"SQL, Excel, Power BI",Mid,77751,India,100,IT
2020,AI Engineer,"Python, SQL, Machine Learning",Mid,95948,India,0,E-commerce
2023,ML Engineer,"Java, Spring Boot, Microservices",Entry,103101,Germany,75,Cloud Services
2024,Data Scientist,"Statistics, R, Data Visualization",Mid,144543,Germany,50,Finance
2021,Data Scientist,"Statistics, R, Data Visualization",Entry,88220,UK,100,E-commerce
2023,Data Analyst,"Python, NLP, PyTorch",Senior,141270,Canada,25,E-commerce
2023,Business Analyst,"Python, NLP, PyTorch",Entry,98684,Canada,100,Healthcare
2021,ML Engineer,"AWS, Azure, Cloud Computing",Mid,131977,US,0,Finance
2024,Data Analyst,"Python, SQL, Machine Learning",Mid,120723,Germany,100,Healthcare
2022,Data Analyst,"AWS, Azure, Cloud Computing",Mid,72430,Canada,75,Finance
2023,ML Engineer,"Python, SQL, Machine Learning",Senior,66370,US,50,IT
2020,Business Analyst,"Java, Spring Boot, Microservices",Entry,133314,Canada,100,Finance
2022,ML Engineer,"SQL, Excel, Power BI",Entry,149670,Australia,0,Finance
2022,Data Scientist,"Python, TensorFlow, Deep Learning",Entry,110735,Australia,75,IT
2022,Data Analyst,"SQL, Excel, Power BI",Senior,126463,US,100,Healthcare
2023,Data Scientist,"Python, NLP, PyTorch",Entry,66640,Australia,0,E-commerce
2021,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,71587,India,0,Finance
2022,Data Scientist,"Statistics, R, Data Visualization",Senior,135762,US,25,Cloud Services
2023,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,64047,US,50,E-commerce
2023,Data Analyst,"Python, NLP, PyTorch",Senior,112374,US,25,IT
2021,Software Engineer,"Statistics, R, Data Visualization",Entry,84879,Germany,0,Healthcare
2021,ML Engineer,"Statistics, R, Data Visualization",Senior,119822,Canada,50,E-commerce
2023,Data Analyst,"Python, SQL, Machine Learning",Mid,110705,Australia,25,E-commerce
2024,ML Engineer,"Python, SQL, Machine Learning",Mid,112739,UK,75,Finance
2022,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,71969,US,25,Healthcare
2023,Data Analyst,"AWS, Azure, Cloud Computing",Entry,103357,UK,25,Finance
2022,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,149830,UK,75,Finance
2023,Business Analyst,"SQL, Excel, Power BI",Mid,113637,Canada,75,Finance
2021,Business Analyst,"Statistics, R, Data Visualization",Entry,140911,US,0,Healthcare
2023,ML Engineer,"Statistics, R, Data Visualization",Senior,87884,UK,50,E-commerce
2020,Software Engineer,"Java, Spring Boot, Microservices",Senior,81419,India,0,E-commerce
2021,AI Engineer,"Java, Spring Boot, Microservices",Senior,68533,Germany,75,Healthcare
2022,AI Engineer,"Java, Spring Boot, Microservices",Entry,81431,Australia,75,Healthcare
2023,AI Engineer,"Python, NLP, PyTorch",Entry,104191,Australia,75,Cloud Services
2024,AI Engineer,"SQL, Excel, Power BI",Mid,105729,UK,25,Cloud Services
2022,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,94946,US,100,E-commerce
2024,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,76398,Australia,25,Finance
2024,AI Engineer,"SQL, Excel, Power BI",Entry,116139,Germany,100,Healthcare
2024,Software Engineer,"Statistics, R, Data Visualization",Entry,117530,Germany,25,Healthcare
2023,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,112531,Canada,100,E-commerce
2024,Business Analyst,"Python, SQL, Machine Learning",Mid,75836,Canada,100,Finance
2022,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,99800,Australia,75,E-commerce
2020,ML Engineer,"Java, Spring Boot, Microservices",Entry,114963,US,100,IT
2021,AI Engineer,"Java, Spring Boot, Microservices",Entry,138613,UK,75,E-commerce
2023,Data Analyst,"Python, NLP, PyTorch",Entry,109295,Canada,50,Cloud Services
2021,Data Scientist,"Python, NLP, PyTorch",Senior,126744,Germany,25,IT
2023,AI Engineer,"Java, Spring Boot, Microservices",Entry,144015,Canada,100,Healthcare
2021,Software Engineer,"SQL, Excel, Power BI",Senior,68138,Australia,25,Healthcare
2021,AI Engineer,"AWS, Azure, Cloud Computing",Entry,135697,Canada,0,Finance
2022,Business Analyst,"Python, TensorFlow, Deep Learning",Mid,135435,Canada,0,Healthcare
2024,Data Scientist,"Statistics, R, Data Visualization",Senior,118675,Australia,75,Finance
2022,Data Scientist,"Statistics, R, Data Visualization",Senior,109402,UK,25,E-commerce
2020,Cloud Engineer,"Python, SQL, Machine Learning",Mid,109198,Germany,50,Cloud Services
2021,ML Engineer,"Java, Spring Boot, Microservices",Mid,148716,Canada,25,Healthcare
2022,Data Analyst,"SQL, Excel, Power BI",Senior,117931,Australia,50,E-commerce
2024,Software Engineer,"Statistics, R, Data Visualization",Entry,82481,Australia,50,Finance
2021,Business Analyst,"Python, SQL, Machine Learning",Mid,65487,UK,50,IT
2022,ML Engineer,"Java, Spring Boot, Microservices",Mid,98179,UK,100,IT
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,121439,UK,50,E-commerce
2023,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,91843,Germany,0,Healthcare
2020,Cloud Engineer,"AWS, Azure, Cloud Computing",Entry,80936,UK,50,Finance
2021,AI Engineer,"AWS, Azure, Cloud Computing",Mid,85384,Canada,50,E-commerce
2020,Data Scientist,"Python, NLP, PyTorch",Mid,119707,Canada,75,Finance
2023,Data Analyst,"Python, NLP, PyTorch",Senior,139504,UK,50,Cloud Services
2022,Cloud Engineer,"Python, SQL, Machine Learning",Entry,146638,India,0,Healthcare
2022,Software Engineer,"Java, Spring Boot, Microservices",Mid,124146,Australia,100,Healthcare
2023,Data Analyst,"SQL, Excel, Power BI",Entry,137479,India,50,Cloud Services
2020,ML Engineer,"SQL, Excel, Power BI",Mid,87931,US,0,Healthcare
2021,ML Engineer,"Statistics, R, Data Visualization",Mid,110183,Australia,25,IT
2024,Business Analyst,"Python, NLP, PyTorch",Senior,71702,Canada,75,Finance
2020,Software Engineer,"Python, TensorFlow, Deep Learning",Senior,83366,US,75,Finance
2020,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,91179,India,100,Healthcare
2022,Data Scientist,"Python, NLP, PyTorch",Senior,123965,UK,0,E-commerce
2022,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,72995,Australia,100,E-commerce
2022,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,101320,Canada,100,E-commerce
2024,Business Analyst,"Python, NLP, PyTorch",Entry,118304,India,100,Cloud Services
2022,Data Scientist,"SQL, Excel, Power BI",Entry,60899,UK,50,IT
2022,Business Analyst,"Python, TensorFlow, Deep Learning",Senior,79564,Germany,75,IT
2021,AI Engineer,"Python, SQL, Machine Learning",Senior,72366,US,50,E-commerce
2020,Data Analyst,"Python, SQL, Machine Learning",Mid,98574,India,100,Cloud Services
2023,Data Analyst,"Python, NLP, PyTorch",Entry,96251,Germany,50,Cloud Services
2023,Business Analyst,"SQL, Excel, Power BI",Entry,126318,UK,25,Cloud Services
2020,AI Engineer,"Java, Spring Boot, Microservices",Senior,128983,Canada,0,E-commerce
2021,Data Scientist,"Python, SQL, Machine Learning",Entry,113843,India,50,E-commerce
2022,Software Engineer,"Python, SQL, Machine Learning",Senior,92613,UK,100,Healthcare
2023,Business Analyst,"Statistics, R, Data Visualization",Mid,86016,Canada,75,Healthcare
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,84358,Germany,50,Cloud Services
2021,AI Engineer,"AWS, Azure, Cloud Computing",Entry,106088,Germany,50,IT
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,144877,Australia,50,Cloud Services
2024,AI Engineer,"SQL, Excel, Power BI",Entry,108126,Germany,25,Healthcare
2020,Data Analyst,"Python, NLP, PyTorch",Mid,125252,US,0,IT
2024,Software Engineer,"Python, SQL, Machine Learning",Mid,61388,Canada,100,Healthcare
2020,Data Scientist,"Statistics, R, Data Visualization",Entry,108055,Australia,75,Cloud Services
2021,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,94160,Australia,100,Cloud Services
2022,Business Analyst,"Python, NLP, PyTorch",Senior,116570,Canada,100,Healthcare
2022,Data Analyst,"Python, SQL, Machine Learning",Senior,113125,US,0,Cloud Services
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,139054,Australia,50,IT
2022,Data Analyst,"Python, NLP, PyTorch",Entry,110039,Canada,0,IT
2020,Data Analyst,"Python, SQL, Machine Learning",Entry,143200,Canada,75,Healthcare
2020,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,64806,Canada,0,Cloud Services
2023,AI Engineer,"Statistics, R, Data Visualization",Entry,84678,UK,100,Cloud Services
2020,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,71775,UK,25,Cloud Services
2023,Data Analyst,"AWS, Azure, Cloud Computing",Entry,79190,US,25,Healthcare
2022,Cloud Engineer,"Python, SQL, Machine Learning",Mid,120467,UK,50,Finance
2023,Software Engineer,"Python, SQL, Machine Learning",Mid,88832,Canada,25,Healthcare
2023,Software Engineer,"SQL, Excel, Power BI",Senior,115077,Canada,100,Healthcare
2023,ML Engineer,"Python, TensorFlow, Deep Learning",Mid,88193,India,25,Healthcare
2020,Cloud Engineer,"AWS, Azure, Cloud Computing",Senior,135784,Australia,0,E-commerce
2022,Cloud Engineer,"SQL, Excel, Power BI",Senior,79940,India,100,E-commerce
2021,Business Analyst,"SQL, Excel, Power BI",Senior,84129,Australia,0,Healthcare
2024,Data Analyst,"SQL, Excel, Power BI",Mid,147898,US,50,Finance
2021,ML Engineer,"Statistics, R, Data Visualization",Mid,99628,US,0,IT
2021,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,128018,UK,25,Cloud Services
2023,AI Engineer,"AWS, Azure, Cloud Computing",Entry,90190,India,0,Cloud Services
2025,AI Engineer,"Python, SQL, Machine Learning",Senior,67665,Canada,100,Cloud Services
2025,Data Scientist,"AWS, Azure, Cloud Computing",Mid,112024,India,0,IT
2025,Business Analyst,"Python, SQL, Machine Learning",Senior,160777,UK,25,Cloud Services
2025,Business Analyst,"AWS, Azure, Cloud Computing",Mid,123413,Canada,25,Finance
2025,ML Engineer,"AWS, Azure, Cloud Computing",Senior,99686,UK,0,Finance
2025,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,146507,India,75,Cloud Services
2025,Business Analyst,"Python, NLP, PyTorch",Entry,126200,Australia,25,Finance
2025,Software Engineer,"AWS, Azure, Cloud Computing",Senior,110975,US,50,IT
2025,ML Engineer,"AWS, Azure, Cloud Computing",Mid,86118,UK,25,Healthcare
2025,ML Engineer,"SQL, Excel, Power BI",Entry,85181,Germany,0,Cloud Services
2025,Data Analyst,"Statistics, R, Data Visualization",Senior,117123,Australia,50,Finance
2025,Software Engineer,"Statistics, R, Data Visualization",Mid,109382,Canada,25,IT
2025,Data Scientist,"Python, NLP, PyTorch",Senior,126948,Canada,25,Healthcare
2025,AI Engineer,"Python, NLP, PyTorch",Mid,121973,Australia,100,E-commerce
2025,ML Engineer,"Python, NLP, PyTorch",Mid,91022,Germany,0,Cloud Services
2025,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,87975,UK,50,Cloud Services
2025,Software Engineer,"Java, Spring Boot, Microservices",Entry,148592,US,50,E-commerce
2025,Cloud Engineer,"AWS, Azure, Cloud Computing",Entry,97528,Australia,100,Healthcare
2025,Business Analyst,"Java, Spring Boot, Microservices",Senior,127655,UK,50,Finance
2025,ML Engineer,"Python, TensorFlow, Deep Learning",Mid,128513,UK,50,Healthcare
2025,Data Analyst,"Python, NLP, PyTorch",Senior,131757,India,50,Cloud Services
2025,ML Engineer,"Python, SQL, Machine Learning",Mid,162315,Germany,75,Finance
2025,AI Engineer,"AWS, Azure, Cloud Computing",Senior,141575,US,50,E-commerce
2025,Cloud Engineer,"AWS, Azure, Cloud Computing",Senior,125662,US,0,Healthcare
2025,Business Analyst,"SQL, Excel, Power BI",Senior,85852,Germany,100,IT
2025,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,82469,UK,75,E-commerce
2025,Data Analyst,"Statistics, R, Data Visualization",Senior,111261,Canada,0,Healthcare
2025,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,79189,Australia,50,Healthcare
2025,Data Analyst,"Java, Spring Boot, Microservices",Entry,146617,Canada,25,Cloud Services
2025,AI Engineer,"Java, Spring Boot, Microservices",Entry,66393,US,0,Finance
2025,Data Analyst,"SQL, Excel, Power BI",Senior,130435,US,0,E-commerce
2025,AI Engineer,"AWS, Azure, Cloud Computing",Senior,136335,Australia,50,Finance
2025,Cloud Engineer,"Python, SQL, Machine Learning",Senior,123338,Australia,25,Healthcare
2025,ML Engineer,"Statistics, R, Data Visualization",Entry,91900,India,100,E-commerce
2025,Data Scientist,"AWS, Azure, Cloud Computing",Entry,128815,Germany,50,E-commerce
2025,Software Engineer,"SQL, Excel, Power BI",Entry,107932,Australia,0,Cloud Services
2025,Software Engineer,"Python, TensorFlow, Deep Learning",Mid,153288,Canada,100,Healthcare
2025,Data Analyst,"Python, NLP, PyTorch",Senior,75856,Australia,50,IT
2025,Software Engineer,"Python, TensorFlow, Deep Learning",Senior,137954,Australia,100,IT
2025,Business Analyst,"SQL, Excel, Power BI",Mid,163625,Germany,75,Cloud Services
2025,Data Scientist,"AWS, Azure, Cloud Computing",Mid,84511,US,50,E-commerce
2025,Business Analyst,"Python, NLP, PyTorch",Senior,121318,Germany,50,Finance
2025,Data Analyst,"Python, NLP, PyTorch",Entry,158375,India,75,IT
2025,AI Engineer,"Java, Spring Boot, Microservices",Senior,93615,India,25,IT
2025,Data Analyst,"Statistics, R, Data Visualization",Senior,77301,Canada,100,Healthcare
2025,Business Analyst,"SQL, Excel, Power BI",Senior,104316,UK,75,Cloud Services
2025,Cloud Engineer,"Python, NLP, PyTorch",Senior,127007,US,75,E-commerce
2025,AI Engineer,"Python, SQL, Machine Learning",Senior,116752,Germany,100,Cloud Services
2025,Cloud Engineer,"Statistics, R, Data Visualization",Mid,108797,UK,75,Finance
2025,Data Scientist,"Statistics, R, Data Visualization",Senior,104152,UK,25,IT
2025,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,129895,Australia,0,Finance
2025,Data Scientist,"AWS, Azure, Cloud Computing",Senior,122774,US,50,Finance
2025,AI Engineer,"Statistics, R, Data Visualization",Entry,140268,Germany,25,E-commerce
2025,Software Engineer,"Python, NLP, PyTorch",Senior,86373,US,0,E-commerce
2025,Business Analyst,"Java, Spring Boot, Microservices",Mid,170704,Australia,0,Healthcare
2025,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,117115,India,25,E-commerce
2025,Data Analyst,"Statistics, R, Data Visualization",Entry,147255,India,25,Finance
2025,Business Analyst,"Python, TensorFlow, Deep Learning",Senior,70059,Canada,75,E-commerce
2025,Software Engineer,"Python, NLP, PyTorch",Mid,116882,UK,25,Healthcare
2025,Data Scientist,"Python, NLP, PyTorch",Entry,161830,US,25,Finance
2025,Business Analyst,"AWS, Azure, Cloud Computing",Senior,145346,Germany,25,Cloud Services
2025,AI Engineer,"AWS, Azure, Cloud Computing",Mid,94692,Canada,0,Healthcare
2025,AI Engineer,"SQL, Excel, Power BI",Mid,136501,US,75,E-commerce
2025,AI Engineer,"SQL, Excel, Power BI",Entry,160615,India,50,Finance
2025,ML Engineer,"Python, NLP, PyTorch",Entry,108484,India,100,IT
2025,Business Analyst,"Statistics, R, Data Visualization",Mid,109826,India,50,Cloud Services
2025,Data Analyst,"Python, NLP, PyTorch",Mid,141102,India,50,Finance
2025,ML Engineer,"AWS, Azure, Cloud Computing",Mid,137663,Germany,75,Finance
2025,ML Engineer,"Statistics, R, Data Visualization",Mid,76317,India,25,Finance
2025,Software Engineer,"AWS, Azure, Cloud Computing",Mid,165715,UK,25,Finance
2025,AI Engineer,"AWS, Azure, Cloud Computing",Senior,90782,Canada,0,Finance
2025,Data Analyst,"SQL, Excel, Power BI",Entry,93919,US,25,Finance
2025,Data Scientist,"Java, Spring Boot, Microservices",Senior,93525,Australia,100,IT
2025,Business Analyst,"Python, NLP, PyTorch",Senior,116862,India,25,Finance
2025,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,160778,Germany,25,IT
2025,Software Engineer,"Python, SQL, Machine Learning",Senior,142260,UK,0,E-commerce
2025,AI Engineer,"Python, NLP, PyTorch",Entry,141516,India,25,Finance
2025,Software Engineer,"Java, Spring Boot, Microservices",Entry,98369,India,50,IT
2025,Data Analyst,"Python, NLP, PyTorch",Senior,86101,India,0,E-commerce
2025,Software Engineer,"SQL, Excel, Power BI",Senior,90387,India,75,Cloud Services
2025,Data Scientist,"AWS, Azure, Cloud Computing",Mid,106176,UK,0,Finance
2025,ML Engineer,"SQL, Excel, Power BI",Entry,120919,India,100,Cloud Services
2025,Software Engineer,"Java, Spring Boot, Microservices",Entry,90333,Canada,100,Cloud Services
2025,Data Analyst,"Python, NLP, PyTorch",Mid,155225,Germany,50,E-commerce
2025,Data Scientist,"Java, Spring Boot, Microservices",Entry,115408,Germany,0,Cloud Services
2025,Business Analyst,"AWS, Azure, Cloud Computing",Mid,114515,Germany,50,Healthcare
2025,Data Analyst,"Python, NLP, PyTorch",Senior,120380,UK,25,E-commerce
2025,Data Scientist,"Python, NLP, PyTorch",Mid,123981,Canada,50,E-commerce
2025,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,150812,UK,75,E-commerce
2025,Data Analyst,"Statistics, R, Data Visualization",Entry,89632,Canada,75,E-commerce
2025,AI Engineer,"SQL, Excel, Power BI",Entry,81280,US,0,Cloud Services
2025,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,76810,UK,50,Finance
2025,Software Engineer,"Python, NLP, PyTorch",Mid,77711,India,75,Cloud Services
2025,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,141056,India,100,Finance
2025,Data Analyst,"SQL, Excel, Power BI",Entry,144613,India,0,Cloud Services
2025,Software Engineer,"Java, Spring Boot, Microservices",Senior,96689,Canada,100,Healthcare
2025,Cloud Engineer,"SQL, Excel, Power BI",Mid,127079,Germany,50,Cloud Services
2025,AI Engineer,"AWS, Azure, Cloud Computing",Entry,122573,Australia,50,IT
2025,AI Engineer,"Statistics, R, Data Visualization",Entry,146884,UK,0,IT
2025,AI Engineer,"Python, SQL, Machine Learning",Mid,82988,US,50,Healthcare
2025,Business Analyst,"Java, Spring Boot, Microservices",Senior,98469,UK,75,Healthcare
2025,Software Engineer,"Statistics, R, Data Visualization",Mid,128647,UK,50,IT
2025,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,151203,Germany,50,E-commerce
2025,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,105783,UK,25,Healthcare
2025,Cloud Engineer,"SQL, Excel, Power BI",Entry,69003,Australia,25,Finance
2025,AI Engineer,"Java, Spring Boot, Microservices",Entry,103923,Germany,25,E-commerce
2025,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,85022,US,0,IT
2025,Software Engineer,"Statistics, R, Data Visualization",Mid,107780,Germany,75,E-commerce
2025,Business Analyst,"AWS, Azure, Cloud Computing",Mid,159898,UK,50,E-commerce
2025,ML Engineer,"Python, TensorFlow, Deep Learning",Entry,118980,US,75,E-commerce
2025,Data Analyst,"Java, Spring Boot, Microservices",Entry,83853,Canada,50,E-commerce
2025,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,80625,US,50,E-commerce
2025,Business Analyst,"AWS, Azure, Cloud Computing",Entry,163186,Canada,50,Healthcare
2025,Cloud Engineer,"AWS, Azure, Cloud Computing",Senior,155884,Australia,100,Cloud Services
2025,Data Analyst,"Statistics, R, Data Visualization",Senior,126833,Canada,75,Finance
2025,Cloud Engineer,"Statistics, R, Data Visualization",Entry,74342,Germany,100,E-commerce
2025,Cloud Engineer,"Python, NLP, PyTorch",Mid,103449,US,50,IT
2025,Data Scientist,"SQL, Excel, Power BI",Senior,133231,US,75,Healthcare
2025,Business Analyst,"Python, TensorFlow, Deep Learning",Mid,68241,US,100,Healthcare
2025,ML Engineer,"Java, Spring Boot, Microservices",Senior,148418,India,25,Healthcare
2025,ML Engineer,"AWS, Azure, Cloud Computing",Mid,80162,India,25,Finance
2025,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,140659,Germany,50,IT
2025,Data Scientist,"Python, NLP, PyTorch",Entry,131045,Australia,50,Finance
2025,Business Analyst,"Python, SQL, Machine Learning",Mid,71982,US,25,E-commerce
2025,Data Scientist,"Statistics, R, Data Visualization",Senior,105564,Canada,50,Finance
2025,Software Engineer,"Python, SQL, Machine Learning",Mid,72820,Canada,75,Cloud Services
2025,Software Engineer,"Java, Spring Boot, Microservices",Entry,89953,UK,75,Healthcare
2025,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,144004,Germany,25,Healthcare
2025,AI Engineer,"SQL, Excel, Power BI",Mid,64659,India,50,IT
2025,AI Engineer,"Java, Spring Boot, Microservices",Mid,63807,Canada,25,IT
2025,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,100432,Canada,0,Finance
2025,Data Analyst,"Statistics, R, Data Visualization",Senior,115637,Australia,100,E-commerce
